"Reporting starts","Reporting ends","Ad set name",Text,Age,"Ad set delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (ZAR)",Impressions,Reach,Ends,Starts,"Attribution setting",Bid,"Bid type","Last significant edit"
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sunday Funday Alert!

Treat yourself to a 2-hour Vaal River cruise & buffet lunch! 
• Feast on our full buffet spread
 • Groove to live entertainment
 • Take in the stunning river views

This Sunday, 13H00-15H00. Limited spots available!
Book now and make it unforgettable! WhatsApp 083 749 0224",45-54,not_delivering,,,,"Using campaign budget",0,5.129675,228,215,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Looking for something different this weekend?

Join our 1-hour Leisure Cruise on the Vaal River
R250.00 per adult | R125.00 per child U/12
• Scenic river views
 • Relaxed atmosphere
 • Fully stocked cash bar

Times: Sundays & public holidays 10H30 – 11H30

Limited spots available – book your seat now.

WhatsApp to book your seat 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,5.459654,151,146,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Escape to tranquility!

• Scenic river views
• Relaxed atmosphere
• Fully stocked cash bar

Join our 1-hour Leisure Cruise on the Vaal River for a Sunday Funday like no other! 

R250/adult | R125/child U/12. Limited spots available - when are you booking your seat? WhatsApp 083 749 0224 now!",55-64,not_delivering,,,,"Using campaign budget",0,1.169926,39,31,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Escape to tranquility!

• Scenic river views
• Relaxed atmosphere 
• Fully stocked cash bar

Join our 1-hour Leisure Cruise on the Vaal River, Sundays & public holidays from 10H30 - 11H30. Only R250/adult and R125/child U12.

Limited spots! Book now via WhatsApp: 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,0.539966,15,14,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Weekend vibes! 
Tired of the same old routine? 

Escape to our 1-hour Leisure Cruise on the Vaal River!
Enjoy scenic views, a relaxed atmosphere & a fully stocked cash bar.

When: Sundays & public holidays | Time: 10H30 – 11H30
R250/adult | R125/child U12

Limited spots available! WhatsApp 083 749 0224 to book now",55-64,not_delivering,,,,"Using campaign budget",0,0.489969,24,16,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","A simple, relaxing escape on the water.

Our Leisure Cruise is a 1-hour experience on the Vaal River, perfect for a quick outing with friends or family.

@ R250.00 per adult | R125.00 per child U/12
 (No food – drinks available on board)

Runs Sundays & public holidays
Spots are limited – secure yours now.
WhatsApp to book your seat 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,1.799886,72,63,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Escape to serenity! 
Unwind on our 1-hour Leisure Cruise on the Vaal River. 
Enjoy a relaxed atmosphere and scenic river views.
From R125 (kids under 12) | R250 adults
Fully stocked cash bar onboard!
Sundays & public holidays, 10H30 – 11H30.
Limited spots available... book now and breathe easy!
WhatsApp 083 749 0224 to reserve your seat",55-64,not_delivering,,,,"Using campaign budget",0,0.379976,17,11,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Weekend plans? 
Join our 1-hour Leisure Cruise on the Vaal River: R250/adult, R125/child U/12. 
Scenic views, relaxed atmosphere & cash bar.
Sundays & public holidays, 10H30-11H30. Limited spots! Book now via WhatsApp: 083 749 0224",55-64,not_delivering,3,actions:onsite_conversion.messaging_conversation_started_7d,6.99622391,"Using campaign budget",0,20.988672,853,612,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sunday FOMO alert! 
Limited spots left for our 2-hour Vaal River cruise + buffet lunch. R680/adult, R340/child U/12.
• Full buffet meal
 • Live entertainment
 • Scenic river views

Book now & secure your spot: WhatsApp 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,0.249984,10,7,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sunday Funday Alert!
Transform your lazy Sundays into an unforgettable experience! 
• 2-hour Vaal River cruise
• Scenic views & live entertainment
• Full buffet lunch 

R680/adult | R340/child U12. Limited spots available! WhatsApp 083 749 0224 to book now",55-64,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,0.42997279,"Using campaign budget",0,0.429973,11,9,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Good food. Great views. No stress.
Join our Sunday Lunch Cruise and enjoy a full buffet while cruising the Vaal River.

2-hour experience | R680.00 per adult | R340.00 per child U/12

Perfect for birthdays, family days, or just getting out of the house.

Seats fill up quickly – don’t miss out.",55-64,not_delivering,,,,"Using campaign budget",0,0.709955,27,23,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Turn your Sunday into something special.

Enjoy a 2-hour cruise + buffet lunch on the Vaal River
 R680.00 per adult | R340.00 per child U/12
• Full buffet meal
 • Live entertainment
 • Scenic river views

Time: Sundays 13H00 – 15H00

Limited availability – book your table today.

WhatsApp to book your seat 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,0.689956,10,10,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sundays just got better!
Enjoy a 2-hour Vaal River cruise with live entertainment & scenic views
Indulge in our full buffet meal for only R680/adult, R340/child U/12 
When: Sundays, 13H00 – 15H00. Limited spots! WhatsApp to book: 083 749 0224",55-64,not_delivering,7,actions:onsite_conversion.messaging_conversation_started_7d,2.10415255,"Using campaign budget",0,14.729068,460,362,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sunday Funday alert!
Escape to a 2-hour Vaal River cruise with buffet lunch & live entertainment! 
R680/adult | R340/child U12
• Full buffet meal
• Breathtaking views

This Sunday, 13H00 – 15H00. Limited spots left!
Book your seat now and make it unforgettable! WhatsApp 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,0.419973,18,13,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sunday Funday Alert!

Treat yourself to a 2-hour Vaal River cruise & buffet lunch! 
• Feast on our full buffet spread
 • Groove to live entertainment
 • Take in the stunning river views

This Sunday, 13H00-15H00. Limited spots available!
Book now and make it unforgettable! WhatsApp 083 749 0224",55-64,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,2.39484844,"Using campaign budget",0,4.789697,150,136,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Looking for something different this weekend?

Join our 1-hour Leisure Cruise on the Vaal River
R250.00 per adult | R125.00 per child U/12
• Scenic river views
 • Relaxed atmosphere
 • Fully stocked cash bar

Times: Sundays & public holidays 10H30 – 11H30

Limited spots available – book your seat now.

WhatsApp to book your seat 083 749 0224",65+,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,2.72482756,"Using campaign budget",0,5.449655,229,207,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Escape to tranquility!

• Scenic river views
• Relaxed atmosphere
• Fully stocked cash bar

Join our 1-hour Leisure Cruise on the Vaal River for a Sunday Funday like no other! 

R250/adult | R125/child U/12. Limited spots available - when are you booking your seat? WhatsApp 083 749 0224 now!",65+,not_delivering,,,,"Using campaign budget",0,1.489906,43,41,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Escape to tranquility!

• Scenic river views
• Relaxed atmosphere 
• Fully stocked cash bar

Join our 1-hour Leisure Cruise on the Vaal River, Sundays & public holidays from 10H30 - 11H30. Only R250/adult and R125/child U12.

Limited spots! Book now via WhatsApp: 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,0.549965,33,24,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Weekend vibes! 
Tired of the same old routine? 

Escape to our 1-hour Leisure Cruise on the Vaal River!
Enjoy scenic views, a relaxed atmosphere & a fully stocked cash bar.

When: Sundays & public holidays | Time: 10H30 – 11H30
R250/adult | R125/child U12

Limited spots available! WhatsApp 083 749 0224 to book now",65+,not_delivering,,,,"Using campaign budget",0,0.999937,55,48,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","A simple, relaxing escape on the water.

Our Leisure Cruise is a 1-hour experience on the Vaal River, perfect for a quick outing with friends or family.

@ R250.00 per adult | R125.00 per child U/12
 (No food – drinks available on board)

Runs Sundays & public holidays
Spots are limited – secure yours now.
WhatsApp to book your seat 083 749 0224",65+,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,2.11986584,"Using campaign budget",0,2.119866,65,55,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Escape to serenity! 
Unwind on our 1-hour Leisure Cruise on the Vaal River. 
Enjoy a relaxed atmosphere and scenic river views.
From R125 (kids under 12) | R250 adults
Fully stocked cash bar onboard!
Sundays & public holidays, 10H30 – 11H30.
Limited spots available... book now and breathe easy!
WhatsApp 083 749 0224 to reserve your seat",65+,not_delivering,,,,"Using campaign budget",0,0.339978,24,20,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Weekend plans? 
Join our 1-hour Leisure Cruise on the Vaal River: R250/adult, R125/child U/12. 
Scenic views, relaxed atmosphere & cash bar.
Sundays & public holidays, 10H30-11H30. Limited spots! Book now via WhatsApp: 083 749 0224",65+,not_delivering,5,actions:onsite_conversion.messaging_conversation_started_7d,4.40972093,"Using campaign budget",0,22.048605,1069,775,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sunday FOMO alert! 
Limited spots left for our 2-hour Vaal River cruise + buffet lunch. R680/adult, R340/child U/12.
• Full buffet meal
 • Live entertainment
 • Scenic river views

Book now & secure your spot: WhatsApp 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,0.379976,14,11,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sunday Funday Alert!
Transform your lazy Sundays into an unforgettable experience! 
• 2-hour Vaal River cruise
• Scenic views & live entertainment
• Full buffet lunch 

R680/adult | R340/child U12. Limited spots available! WhatsApp 083 749 0224 to book now",65+,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,0.09999367,"Using campaign budget",0,0.099994,9,9,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Good food. Great views. No stress.
Join our Sunday Lunch Cruise and enjoy a full buffet while cruising the Vaal River.

2-hour experience | R680.00 per adult | R340.00 per child U/12

Perfect for birthdays, family days, or just getting out of the house.

Seats fill up quickly – don’t miss out.",65+,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,0.89994305,"Using campaign budget",0,0.899943,30,18,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Turn your Sunday into something special.

Enjoy a 2-hour cruise + buffet lunch on the Vaal River
 R680.00 per adult | R340.00 per child U/12
• Full buffet meal
 • Live entertainment
 • Scenic river views

Time: Sundays 13H00 – 15H00

Limited availability – book your table today.

WhatsApp to book your seat 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,0.569964,14,13,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sundays just got better!
Enjoy a 2-hour Vaal River cruise with live entertainment & scenic views
Indulge in our full buffet meal for only R680/adult, R340/child U/12 
When: Sundays, 13H00 – 15H00. Limited spots! WhatsApp to book: 083 749 0224",65+,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,5.12967537,"Using campaign budget",0,10.259351,442,348,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sunday Funday alert!
Escape to a 2-hour Vaal River cruise with buffet lunch & live entertainment! 
R680/adult | R340/child U12
• Full buffet meal
• Breathtaking views

This Sunday, 13H00 – 15H00. Limited spots left!
Book your seat now and make it unforgettable! WhatsApp 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,0.399975,14,12,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Evergreen ad Sets","Sunday Funday Alert!

Treat yourself to a 2-hour Vaal River cruise & buffet lunch! 
• Feast on our full buffet spread
 • Groove to live entertainment
 • Take in the stunning river views

This Sunday, 13H00-15H00. Limited spots available!
Book now and make it unforgettable! WhatsApp 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,2.629834,134,127,Ongoing,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:10:11+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Celebrate in style on the Vaal River! 🌟
Experience our 2-hour Lunch Cruise: 
• Full buffet spread
• Live entertainment
• Breathtaking views

Book now for an unforgettable public holiday gathering!
WhatsApp 083 749 0224 - limited spots available!",18-24,not_delivering,,,,"Using campaign budget",0,0.050009,2,2,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make your public holiday feel like an actual break.

Join our 2-hour Lunch Cruise on the Vaal River – complete with a full buffet, entertainment, and beautiful views.

R680.00 per adult | R340.00 per child U/12

We’ll be running special cruises on upcoming public holidays – perfect for families, celebrations, or just getting out.

Limited availability – book your table now.
WhatsApp to book your seat 083 749 0224",18-24,not_delivering,,,,"Using campaign budget",0,0.030006,3,3,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity this public holiday! 🌊
Join our 2-hour Lunch Cruise on the Vaal River, indulging in a full buffet & entertainment amidst breathtaking views.
R680.00/adult | R340.00/child U/12. Limited availability - book now! WhatsApp: 083 749 0224",18-24,not_delivering,,,,"Using campaign budget",0,0.020004,2,2,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Unforgettable holidays start here! 🎉
Join our Vaal River Lunch Cruise: 
• Full buffet & entertainment 
• Stunning views for the whole family!
R680/adult, R340/child U12. Limited spots left! Book now and create lifelong memories! WhatsApp 083 749 0224",18-24,not_delivering,,,,"Using campaign budget",0,0.050009,4,3,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make this year's public holidays unforgettable! 🎉
Join our Vaal River Lunch Cruise for a fun-filled day of:
• Full buffet spread 
• Entertainment galore!
• Breathtaking views

R680/adult, R340/child U12. Limited spots left! Book now & create lifelong memories WhatsApp 083 749 0224",18-24,not_delivering,,,,"Using campaign budget",0,0.020004,3,2,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Need a real break this public holiday?

Join our 2-hour Vaal River Lunch Cruise!
• Full buffet, entertainment & stunning views
R680/adult | R340/child U/12

Limited seats! Book now for families, celebrations or just getting out.
WhatsApp 083 749 0224 to secure your spot",18-24,not_delivering,,,,"Using campaign budget",0,1.260239,86,76,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Public holiday plans? 

Relax on the Vaal River with our 1-hour Leisure Cruise!
R250/adult, R125/child U/12
• Scenic views 
• Cash bar onboard
Easy & laid-back

Don't miss out! Limited spots available. WhatsApp to book: 083 749 0224",18-24,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,0.70013289,"Using campaign budget",0,0.700133,48,42,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday? 
Join us on a thrilling 1-hour Leisure Cruise along the Vaal River - your ultimate day-off escape!
R250.00 per adult | R125.00 per child U/12
 • Breathtaking scenic views
 • Cash bar on board to keep the vibe going
 • Easy, laid-back experience with limited spots available! ⏰ WhatsApp 083 749 0224 to secure yours now",18-24,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,2.31543948,"Using campaign budget",0,4.630879,411,306,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make unforgettable memories with your loved ones!
Escape on our 1-hour Leisure Cruise along the stunning Vaal River. 
Scenic views, cash bar & laid-back vibes await!

• Fun for kids
• Relaxing for all

R250/adult | R125/child U12. Book now for public holidays! WhatsApp 083 749 0224",18-24,not_delivering,,,,"Using campaign budget",0,0.410078,24,19,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Imagine a day off, totally unwound... 
Join our 1-hour Leisure Cruise on the Vaal River!
Let scenic views & gentle breeze melt your stress away.

• Easy, laid-back experience
• Cash bar on board
R250/adult | R125/child U/12

Limited spots for public holidays! WhatsApp to book: 083 749 0224",18-24,not_delivering,,,,"Using campaign budget",0,0.180034,19,13,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday?
Join us on the Vaal River for a relaxing 1-hour Leisure Cruise – the perfect way to spend your day off.

R250.00 per adult | R125.00 per child U/12
 • Scenic views
 • Cash bar on board
 • Easy, laid-back experience

We’ll be sailing on all upcoming public holidays – spots are limited, so book early.

WhatsApp to book your seat 083 749 0224",18-24,not_delivering,,,,"Using campaign budget",0,0.500095,18,15,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity!
Unwind on a 1-hour Leisure Cruise along the Vaal River. Scenic views, gentle breeze & laid-back vibes await!

R250/adult | R125/child U/12
• Cash bar on board
• Breathtaking views

Limited spots for public holidays! Book now: WhatsApp 083 749 0224",18-24,not_delivering,,,,"Using campaign budget",0,0.130025,16,14,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Celebrate in style on the Vaal River! 🌟
Experience our 2-hour Lunch Cruise: 
• Full buffet spread
• Live entertainment
• Breathtaking views

Book now for an unforgettable public holiday gathering!
WhatsApp 083 749 0224 - limited spots available!",25-34,not_delivering,,,,"Using campaign budget",0,0.360068,24,23,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make your public holiday feel like an actual break.

Join our 2-hour Lunch Cruise on the Vaal River – complete with a full buffet, entertainment, and beautiful views.

R680.00 per adult | R340.00 per child U/12

We’ll be running special cruises on upcoming public holidays – perfect for families, celebrations, or just getting out.

Limited availability – book your table now.
WhatsApp to book your seat 083 749 0224",25-34,not_delivering,,,,"Using campaign budget",0,0.180034,15,14,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity this public holiday! 🌊
Join our 2-hour Lunch Cruise on the Vaal River, indulging in a full buffet & entertainment amidst breathtaking views.
R680.00/adult | R340.00/child U/12. Limited availability - book now! WhatsApp: 083 749 0224",25-34,not_delivering,,,,"Using campaign budget",0,0.470089,36,34,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Unforgettable holidays start here! 🎉
Join our Vaal River Lunch Cruise: 
• Full buffet & entertainment 
• Stunning views for the whole family!
R680/adult, R340/child U12. Limited spots left! Book now and create lifelong memories! WhatsApp 083 749 0224",25-34,not_delivering,,,,"Using campaign budget",0,0.080015,6,6,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make this year's public holidays unforgettable! 🎉
Join our Vaal River Lunch Cruise for a fun-filled day of:
• Full buffet spread 
• Entertainment galore!
• Breathtaking views

R680/adult, R340/child U12. Limited spots left! Book now & create lifelong memories WhatsApp 083 749 0224",25-34,not_delivering,,,,"Using campaign budget",0,0.130025,10,10,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Need a real break this public holiday?

Join our 2-hour Vaal River Lunch Cruise!
• Full buffet, entertainment & stunning views
R680/adult | R340/child U/12

Limited seats! Book now for families, celebrations or just getting out.
WhatsApp 083 749 0224 to secure your spot",25-34,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,4.47084859,"Using campaign budget",0,4.470849,428,381,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Public holiday plans? 

Relax on the Vaal River with our 1-hour Leisure Cruise!
R250/adult, R125/child U/12
• Scenic views 
• Cash bar onboard
Easy & laid-back

Don't miss out! Limited spots available. WhatsApp to book: 083 749 0224",25-34,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,2.12040246,"Using campaign budget",0,2.120402,186,156,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday? 
Join us on a thrilling 1-hour Leisure Cruise along the Vaal River - your ultimate day-off escape!
R250.00 per adult | R125.00 per child U/12
 • Breathtaking scenic views
 • Cash bar on board to keep the vibe going
 • Easy, laid-back experience with limited spots available! ⏰ WhatsApp 083 749 0224 to secure yours now",25-34,not_delivering,10,actions:onsite_conversion.messaging_conversation_started_7d,2.31043853,"Using campaign budget",0,23.104385,2268,1688,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make unforgettable memories with your loved ones!
Escape on our 1-hour Leisure Cruise along the stunning Vaal River. 
Scenic views, cash bar & laid-back vibes await!

• Fun for kids
• Relaxing for all

R250/adult | R125/child U12. Book now for public holidays! WhatsApp 083 749 0224",25-34,not_delivering,,,,"Using campaign budget",0,1.270241,78,69,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Imagine a day off, totally unwound... 
Join our 1-hour Leisure Cruise on the Vaal River!
Let scenic views & gentle breeze melt your stress away.

• Easy, laid-back experience
• Cash bar on board
R250/adult | R125/child U/12

Limited spots for public holidays! WhatsApp to book: 083 749 0224",25-34,not_delivering,,,,"Using campaign budget",0,0.620118,41,32,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday?
Join us on the Vaal River for a relaxing 1-hour Leisure Cruise – the perfect way to spend your day off.

R250.00 per adult | R125.00 per child U/12
 • Scenic views
 • Cash bar on board
 • Easy, laid-back experience

We’ll be sailing on all upcoming public holidays – spots are limited, so book early.

WhatsApp to book your seat 083 749 0224",25-34,not_delivering,,,,"Using campaign budget",0,0.930177,85,70,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
